id,kingdom,phylum,class,order,family,genus,species,n_train_samples,n_val_samples
05306,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,sandiegensis,300,10
08527,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,lucens,300,10
07465,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,media,300,10
02312,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,mixta,300,10
04459,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,arcticus,300,10
07428,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,carthusianorum,300,10
03981,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,luscinia,244,10
06903,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nabalus,trifoliolatus,180,10
00361,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Serrognathus,titanus,263,10
08997,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,carthagenensis,158,10
00103,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,venatoria,300,10
05928,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Scilla,siberica,300,10
08395,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia,germinans,300,10
05119,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,ornatus,300,10
09409,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,erecta,300,10
06012,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,calceolus,300,10
00035,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Micrathena,mitrata,197,10
06650,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Balsamorhiza,sagittata,300,10
00606,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Aelia,acuminata,215,10
03004,Animalia,Chordata,Amphibia,Anura,Hylidae,Smilisca,phaeota,253,10
06670,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,crispus,300,10
03796,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Estrilda,astrild,300,10
03210,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,caerulescens,300,10
05447,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,sarcoides,300,10
06497,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conium,maculatum,300,10
08559,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis,purpurea,300,10
06101,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thelymitra,longifolia,186,10
07969,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,alpinum,184,10
00846,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,vidua,206,10
07739,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,viscaria,260,10
03689,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,minimus,300,10
04709,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,californianus,300,10
07668,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,sitchensis,300,10
09837,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,sabiniana,300,10
05985,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum,300,10
02755,Animalia,Arthropoda,Merostomata,Xiphosurida,Limulidae,Limulus,polyphemus,300,10
03057,Animalia,Chordata,Amphibia,Anura,Scaphiopodidae,Spea,multiplicata,300,10
03296,Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,jamaicensis,211,10
08695,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,longifolia,300,10
05789,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria,latifolia,300,10
03408,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,299,10
04627,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,gazella,243,10
09298,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,pungens,252,10
08419,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tabebuia,rosea,277,10
09975,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Myriopteris,alabamensis,207,10
03274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna,300,10
09554,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,300,10
04665,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,300,10
03435,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,albifrons,300,10
09563,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,fagara,253,10
03416,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus,300,10
02560,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,ambiguum,300,10
05886,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,leichtlinii,237,10
07705,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,polifolia,300,10
05235,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,edulis,235,10
09413,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,recta,300,10
01620,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Emarginea,percara,300,10
02664,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Anabrus,simplex,212,10
00933,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,orphisalis,272,10
01342,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,albescens,300,10
03146,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,296,10
01078,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,indomita,300,10
06047,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Limodorum,abortivum,271,10
05866,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Pancratium,maritimum,300,10
02418,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Somatochlora,tenebrosa,189,10
00941,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Sameodes,cancellalis,211,10
06413,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,alpinum,174,10
07972,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,microphylla,158,10
03577,Animalia,Chordata,Aves,Coraciiformes,Momotidae,Momotus,lessonii,300,10
07869,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,hendersonii,300,10
04287,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,philomelos,300,10
02729,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Tubuca,arcuata,154,10
02863,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,saxatilis,300,10
07299,Plantae,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Pseudowintera,colorata,300,10
05905,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,bifolium,300,10
09980,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea,glabella,152,10
09586,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,pavia,300,10
04534,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Nestor,meridionalis,300,10
08062,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,armata,271,10
02044,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,rumina,222,10
00348,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Alaus,oculatus,300,10
04252,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,300,10
00051,Animalia,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,mildei,163,10
09884,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrypus,virginianus,300,10
06832,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,tuberosus,300,10
02022,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,machaon,300,10
07350,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,ganderi,300,10
02894,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,300,10
00997,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,grynea,169,10
04906,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,300,10
06029,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diuris,pardina,223,10
01422,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Phyllodesma,americana,300,10
04130,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,300,10
01842,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dynamine,postverta,276,10
04519,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,leucophthalmus,260,10
03369,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,300,10
04589,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Pharomachrus,mocinno,300,10
00431,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Plecia,nearctica,300,10
00588,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,kalmii,300,10
02787,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus,288,10
03009,Animalia,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,carolinensis,300,10
03872,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dives,dives,300,10
00789,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,cornuta,227,10
06207,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Veratrum,californicum,300,10
07985,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,sylvestris,300,10
01412,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Wallengrenia,otho,300,10
06884,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,elegans,300,10
09084,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,candida,199,10
00012,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,trifolium,300,10
08228,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Amsonia,ciliata,197,10
09546,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,diversilobum,300,10
08566,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bellardia,viscosa,300,10
01744,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Nadata,gibbosa,300,10
02005,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Iphiclides,feisthamelii,300,10
03439,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,300,10
04938,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,fasciata,300,10
01845,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,epipsodea,177,10
09213,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonoides,ranunculoides,300,10
09169,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Dendromecon,rigida,300,10
08151,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,pubescens,300,10
09777,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,nootkatensis,300,10
04092,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,300,10
02443,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,plagiatus,300,10
07223,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,tournefortii,300,10
03236,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chloephaga,picta,220,10
01957,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,comma,300,10
04522,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Alisterus,scapularis,300,10
07371,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,stramineus,300,10
05949,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Dianella,nigra,209,10
02588,Animalia,Arthropoda,Insecta,Odonata,Macromiidae,Didymops,transversa,300,10
07832,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,longifolia,300,10
01015,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Creatonotos,transiens,300,10
01570,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,venerabilis,227,10
07716,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cassiope,mertensiana,300,10
06344,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,catharticus,300,10
01587,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Balsa,tristrigella,300,10
01791,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,leilia,300,10
04295,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,300,10
09190,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Romneya,coulteri,265,10
06627,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,absinthium,300,10
04065,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,americana,300,10
00764,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,californicus,229,10
06338,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua,gracilis,300,10
06752,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,sphaerocephalus,300,10
02775,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,173,10
03469,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,221,10
03601,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,300,10
06691,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chaenactis,glabriuscula,300,10
08840,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,rigidum,224,10
03645,Animalia,Chordata,Aves,Gruiformes,Aramidae,Aramus,guarauna,300,10
07684,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,nudum,300,10
05730,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rhodobryum,ontariense,214,10
08549,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,nigra,300,10
09043,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,hirsutum,300,10
09136,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Protea,laurifolia,163,10
02737,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Arenaeus,cribrarius,247,10
01209,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,defoliaria,300,10
02530,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,ferruginea,300,10
03341,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata,300,10
01034,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eudocima,phalonia,184,10
03579,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,flabelliformis,197,10
00144,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Opilio,canestrinii,300,10
03998,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,rubetra,300,10
04973,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,saurita,300,10
04331,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,300,10
09225,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,alpina,300,10
06803,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galactites,tomentosus,251,10
05803,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Orontium,aquaticum,205,10
09318,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,americanus,300,10
05038,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,hernandesi,300,10
08556,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,europaea,300,10
08284,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,hirundinaria,300,10
09511,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Parietaria,judaica,300,10
04594,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,massena,300,10
05715,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,schweinitzii,266,10
06811,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,uliginosum,300,10
03609,Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,chimachima,300,10
07800,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,uliginosum,300,10
01786,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,pandora,300,10
03635,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,cristatus,300,10
09866,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,arvense,300,10
05326,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,atra,180,10
03123,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Busarellus,nigricollis,300,10
07394,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,basilaris,300,10
01474,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Euphilotes,bernardino,187,10
00546,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Megatibicen,auletes,230,10
03497,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,stagnatilis,300,10
05234,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,gigas,300,10
05763,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,squarrosum,193,10
07297,Plantae,Tracheophyta,Magnoliopsida,Bruniales,Bruniaceae,Brunia,noduliflora,176,10
08169,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,berberidifolia,300,10
03176,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,300,10
05747,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,loreus,300,10
06904,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oclemena,acuminata,300,10
07259,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,lasiocarpum,226,10
06297,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,atrovirens,291,10
05438,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,elegans,300,10
04456,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,pucherani,292,10
09767,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,lanceolata,300,10
00911,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila,noctuella,300,10
05598,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,300,10
02983,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,arborea,249,10
00270,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Charidotella,sexpunctata,300,10
05340,Animalia,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,lubrica,186,10
04426,Animalia,Chordata,Aves,Piciformes,Picidae,Chloropicus,fuscescens,188,10
05341,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus,rotundatus,300,10
09753,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis,glandulosa,300,10
09324,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,integerrimus,271,10
04640,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,300,10
04943,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,300,10
05711,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,hirsutum,300,10
09134,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Protea,caffra,153,10
08878,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,nigra,300,10
08679,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,media,300,10
07305,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,crystallinum,300,10
04413,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,melanocephalus,255,10
08938,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Entelea,arborescens,205,10
02401,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthagrion,erythroneurum,156,10
06311,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,torreyi,177,10
05424,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,farinacea,300,10
04763,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,234,10
01230,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypagyrtis,unipunctata,300,10
03622,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,gambelii,300,10
00603,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Stenotus,binotatus,300,10
01780,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Apatura,ilia,300,10
07933,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,siliqua,281,10
07494,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,virginica,300,10
06623,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnica,cordifolia,298,10
06928,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,albus,270,10
04316,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,300,10
08445,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,album,300,10
09412,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,norvegica,300,10
07224,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Bunias,orientalis,300,10
09795,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis,300,10
03298,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,beryllina,300,10
03441,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,300,10
07926,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,eriophylla,300,10
06876,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris,cylindracea,249,10
01865,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hamadryas,februa,300,10
05845,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,ursinum,300,10
03701,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,300,10
03325,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,calliope,300,10
00284,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Galeruca,tanaceti,282,10
04239,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,vitriolina,170,10
04827,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Geosciurus,inauris,185,10
09998,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,Salvinia,minima,254,10
